id,name,description,price,category,subcategory,image
2268,Nike Grey Women Sweatshirt,Will be described later,60.106,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/30b322db9ebe8cea9fe70e65b01aa3b2_images.jpg
16821,Little Miss Women Printed Purple T-shirt,Will be described later,35.108,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/48b2d68da5f56f9e4dc3bdae20a74989_images.jpg
10019,Nike Women As Miler Ss White T-Shirts,Will be described later,83.002,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/b6a7fd3fd2f7ec8b6633854e4c10312f_images.jpg
33557,Wrangler Women Chervon Yellow T-shirt,Will be described later,68.96,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/06ec6c820d502fe7b5bf15444c978d12_images.jpg
33563,Wrangler Women Butterfly Yellow T-shirt,Will be described later,45.084,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/0f50993bfbe6dcd1a247934d32928fc7_images.jpg
20212,Wrangler Women Checkerd Blue Sweatshirt,Will be described later,89.826,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/97e0e6713bed67b5632bb8464bd51c45_images.jpg
18965,United Colors of Benetton Women Solid Pink Sweatshirt,Will be described later,81.304,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/0339b4c5375c110f2e57403bd512fd41_images.jpg
22224,Little Miss Women Flower Green T-shirt,Will be described later,38.167,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/4989501c9ed3e823dce1d0a7eaff946c_images.jpg
24594,Little Miss Women Grey Printed T-shirt,Will be described later,35.57,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/7a19372d811d00a002077e3c07157f7d_images.jpg
10041,Nike Women Brown Polo T-shirt,Will be described later,48.299,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/0ce5fc38767b9140c4e2c5efe8dbbb31_images.jpg
13935,United Colors of Benetton Women Pink Polo Tshirts,Will be described later,66.728,Women,t-shirts,http://assets.myntassets.com/v1/images/style/properties/df94a6a820ede357155cafeaa4436215_images.jpg
